a.event_date,c.area,c.regional,c.cluster,c.kabupaten,id pelanggan,a.package_keyword,b.grouping,b.day,b.quota_bns_mb,rev,trx,subs
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888578110135,69339,SAUDI ARABIA (UMROH),12,10000,255050,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867831361071,60034,ROAMax CHINA,15,15000,382500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888627824083,60053,ROAMax EROPA,15,10000,340000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144491638680966,24071,SAUDI ARABIA (UMROH),12,5000,233750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144491638680966,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144560187199453,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186902439621,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888602593957,69339,SAUDI ARABIA (UMROH),12,10000,255500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867847681664,57530,ROAMax ASIA AUSTRALIA,15,5000,225000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870158293749,57282,ROAMax TURKEY,7,5000,170000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959841572128,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868586354839,24071,SAUDI ARABIA (UMROH),12,5000,233800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870531842453,24071,SAUDI ARABIA (UMROH),12,5000,234050,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870921789904,24071,SAUDI ARABIA (UMROH),12,5000,233800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888688284896,24075,SAUDI ARABIA (UMROH),12,5000,289030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889550246397,69339,SAUDI ARABIA (UMROH),12,10000,255050,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890405309347,24071,SAUDI ARABIA (UMROH),12,5000,233800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890573158793,24071,SAUDI ARABIA (UMROH),12,5000,234050,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891079155159,24071,SAUDI ARABIA (UMROH),12,5000,233800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892233767809,24071,SAUDI ARABIA (UMROH),12,5000,234050,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960583900946,24071,SAUDI ARABIA (UMROH),12,5000,233800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961455900176,70381,ROAMax CHINA HOTSPOT,30,12000,552500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962394044462,24071,SAUDI ARABIA (UMROH),12,5000,233800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868690454173,50456,ROAMax MALAYSIA,3,15000,92250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871867793221,58776,SAUDI ARABIA (HAJI),45,20000,792500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888695641239,58779,SAUDI ARABIA (HAJI),45,20000,945500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889098004343,43210,SAUDI ARABIA (UMROH),17,10000,318750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961517403372,24071,SAUDI ARABIA (UMROH),12,5000,234250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888863500943,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871564636500,70391,ROAMax MALAYSIA HOTSPOT,30,20000,340030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889033187790,48832,ROAMax USA-EUROPE,30,5000,311850,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962135452725,24250,ROAMax HONGKONG,7,30000,170002,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868017163190,69339,SAUDI ARABIA (UMROH),12,10000,255549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869847892534,58776,SAUDI ARABIA (HAJI),45,20000,792549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889042409364,58776,SAUDI ARABIA (HAJI),45,20000,792549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889375316677,58776,SAUDI ARABIA (HAJI),45,20000,792549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892835342101,24071,SAUDI ARABIA (UMROH),12,5000,234299,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959872280279,58088,ROAMax ASIA TENGGARA,7,10000,128049,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961441930344,58776,SAUDI ARABIA (HAJI),45,20000,792549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962202690212,58776,SAUDI ARABIA (HAJI),45,20000,792549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868104402075,24071,SAUDI ARABIA (UMROH),12,5000,233769,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868161487385,70217,ROAMax MALAYSIA HOTSPOT,3,8000,112519,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892035979148,24071,SAUDI ARABIA (UMROH),12,5000,233769,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144562367945626,53833,ROAMax QATAR,7,10000,127519,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889008882034,24071,SAUDI ARABIA (UMROH),12,5000,233950,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962288024536,69339,SAUDI ARABIA (UMROH),12,10000,255200,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871782510233,24071,SAUDI ARABIA (UMROH),12,5000,233950,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888976476483,69339,SAUDI ARABIA (UMROH),12,10000,255200,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892870972137,24071,SAUDI ARABIA (UMROH),12,5000,233950,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867925502141,58776,SAUDI ARABIA (HAJI),45,20000,792400,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962370566177,58774,SAUDI ARABIA (HAJI),20,10000,450400,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868071526749,24071,SAUDI ARABIA (UMROH),12,5000,233780,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868172695400,24251,ROAMax VIETNAM,7,10000,135030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870390107644,58091,ROAMax MIDDLE EAST,15,10000,382519,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870391949852,60053,ROAMax EROPA,15,10000,340030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871037071677,43210,SAUDI ARABIA (UMROH),17,10000,318750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890388093824,24071,SAUDI ARABIA (UMROH),12,5000,233780,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892049269353,58091,ROAMax MIDDLE EAST,15,10000,382530,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893321852637,58091,ROAMax MIDDLE EAST,15,10000,382530,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893455269749,24071,SAUDI ARABIA (UMROH),12,5000,233780,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960216581447,69340,SAUDI ARABIA (UMROH),17,20000,361250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962318252746,57282,ROAMax TURKEY,7,5000,170000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891058371738,24071,SAUDI ARABIA (UMROH),12,5000,233749,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893334823763,50351,ROAMax SINGAPORE,3,30000,91300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888656848105,69339,SAUDI ARABIA (UMROH),12,10000,255207,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868037016330,69340,SAUDI ARABIA (UMROH),17,20000,361280,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888663821567,24071,SAUDI ARABIA (UMROH),12,5000,233957,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868146167292,48890,ROAMax USA-EUROPE,30,20000,616269,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888988061675,48890,ROAMax USA-EUROPE,30,20000,616250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144488959509475,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867831152277,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867883845875,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868108388113,57530,ROAMax ASIA AUSTRALIA,15,5000,225300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868210640363,24257,ROAMax USA-EUROPE,30,10000,382500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186884025108,31006,ROAMax CHINA,7,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868906144930,24257,ROAMax USA-EUROPE,30,10000,382800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869455680779,24071,SAUDI ARABIA (UMROH),12,5000,233750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869586684731,31006,ROAMax CHINA,7,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869652110738,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186969606038,69339,SAUDI ARABIA (UMROH),12,10000,255002,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186971121347,57530,ROAMax ASIA AUSTRALIA,15,5000,225300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869823485877,6320,ROAMax ASIA AUSTRALIA,30,10000,340000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869836468066,48832,ROAMax USA-EUROPE,30,5000,315000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870132481194,24257,ROAMax USA-EUROPE,30,10000,382500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870265994837,24257,ROAMax USA-EUROPE,30,10000,382500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870341364388,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870374475648,60043,ROAMax HONGKONG,15,50000,212800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870835181932,69340,SAUDI ARABIA (UMROH),17,20000,361300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870873315702,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871553474761,24257,ROAMax USA-EUROPE,30,10000,382500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871699580398,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871771797431,58088,ROAMax ASIA TENGGARA,7,10000,127500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871792991471,24247,ROAMax MALAYSIA,7,50000,127500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871937582466,70327,ROAMax THAILAND HOTSPOT,15,15000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871947174823,57530,ROAMax ASIA AUSTRALIA,15,5000,225000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1872027467087,6320,ROAMax ASIA AUSTRALIA,30,10000,340300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1872055106371,60053,ROAMax EROPA,15,10000,340300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888630042847,48832,ROAMax USA-EUROPE,30,5000,315000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888817313516,69339,SAUDI ARABIA (UMROH),12,10000,255002,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888823224677,48832,ROAMax USA-EUROPE,30,5000,315030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1890257403155,69339,SAUDI ARABIA (UMROH),12,10000,255050,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891869360478,31008,ROAMax JAPAN,7,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891902771957,69339,SAUDI ARABIA (UMROH),12,10000,255002,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1891951656226,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892870965490,58090,ROAMax MIDDLE EAST,10,5000,292530,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893149825103,43210,SAUDI ARABIA (UMROH),17,10000,318780,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893758983944,24247,ROAMax MALAYSIA,7,50000,127800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1894056569237,69340,SAUDI ARABIA (UMROH),17,20000,361300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1894535487312,58091,ROAMax MIDDLE EAST,15,10000,382700,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1894572649010,58090,ROAMax MIDDLE EAST,10,5000,292700,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959858384346,58090,ROAMax MIDDLE EAST,10,5000,292530,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959858384392,58090,ROAMax MIDDLE EAST,10,5000,292500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961057426303,57530,ROAMax ASIA AUSTRALIA,15,5000,225000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961273540421,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961447130989,57530,ROAMax ASIA AUSTRALIA,15,5000,225300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961477393998,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961525809711,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961525809734,6320,ROAMax ASIA AUSTRALIA,30,10000,340300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961525809872,6320,ROAMax ASIA AUSTRALIA,30,10000,340300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961525809941,24247,ROAMax MALAYSIA,7,50000,127800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961525809964,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961525810148,57530,ROAMax ASIA AUSTRALIA,15,5000,225300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961525810585,24247,ROAMax MALAYSIA,7,50000,127800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961525810608,57530,ROAMax ASIA AUSTRALIA,15,5000,225300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961531371203,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963501285852,70327,ROAMax THAILAND HOTSPOT,15,15000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1963803393888,43210,SAUDI ARABIA (UMROH),17,10000,318750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144490139199554,43210,SAUDI ARABIA (UMROH),17,10000,318750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186947916969,24085,ROAMax SINGAPORE,7,100000,127500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959888233148,24248,ROAMax THAILAND,7,30000,127500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959888233194,24248,ROAMax THAILAND,7,30000,127500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959900609080,24248,ROAMax THAILAND,7,30000,127500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961478307581,24248,ROAMax THAILAND,7,30000,127500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870497407497,50456,ROAMax MALAYSIA,3,15000,91300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1960052900314,50352,ROAMax SINGAPORE,1,10000,54000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144471641102093,24257,ROAMax USA-EUROPE,30,10000,382500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144490548946831,48832,ROAMax USA-EUROPE,30,5000,315000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868249321096,24071,SAUDI ARABIA (UMROH),12,5000,234250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186979149405,58776,SAUDI ARABIA (HAJI),45,20000,792000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869806349405,58776,SAUDI ARABIA (HAJI),45,20000,792030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870320040237,25375,ROAMax SINGAPORE,7,100000,170000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888577803637,70338,ROAMax USA HOTSPOT,15,5000,405000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1871784858993,58775,SAUDI ARABIA (HAJI),30,15000,648030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869464801544,60041,ROAMax TAIWAN,15,50000,225000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959920643644,57530,ROAMax ASIA AUSTRALIA,15,5000,225000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893495691605,24071,SAUDI ARABIA (UMROH),12,5000,233750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893495691605,48832,ROAMax USA-EUROPE,30,5000,315000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186790184786,58779,SAUDI ARABIA (HAJI),45,20000,945500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870757103326,24071,SAUDI ARABIA (UMROH),12,5000,234250,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888708985379,69339,SAUDI ARABIA (UMROH),12,10000,255500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893372200879,24071,SAUDI ARABIA (UMROH),12,5000,233750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867936580459,57530,ROAMax ASIA AUSTRALIA,15,5000,225002,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867942756281,24071,SAUDI ARABIA (UMROH),12,5000,233752,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868547991644,24071,SAUDI ARABIA (UMROH),12,5000,233752,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869515992529,69339,SAUDI ARABIA (UMROH),12,10000,255030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869605031026,69339,SAUDI ARABIA (UMROH),12,10000,255030,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1872112168106,69339,SAUDI ARABIA (UMROH),12,10000,255300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1959971807765,24071,SAUDI ARABIA (UMROH),12,5000,233750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1962805892306,24071,SAUDI ARABIA (UMROH),12,5000,233750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144471776742178,58088,ROAMax ASIA TENGGARA,7,10000,127502,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961476299865,69339,SAUDI ARABIA (UMROH),12,10000,255549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868047603230,58776,SAUDI ARABIA (HAJI),45,20000,792549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870255871295,58776,SAUDI ARABIA (HAJI),45,20000,792549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870327121868,24071,SAUDI ARABIA (UMROH),12,5000,234299,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870333773951,58776,SAUDI ARABIA (HAJI),45,20000,792549,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1889424324548,58776,SAUDI ARABIA (HAJI),45,20000,792999,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888748576728,30116,ROAMax Diaspora Saudi Arabia,30,15000,237500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1893248426310,69341,SAUDI ARABIA (UMROH),12,10000,318750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892637709380,58779,SAUDI ARABIA (HAJI),45,20000,945000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869615455339,24071,SAUDI ARABIA (UMROH),12,5000,233769,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,144468109833088,24071,SAUDI ARABIA (UMROH),12,5000,233750,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1892805406014,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1888683069876,24071,SAUDI ARABIA (UMROH),12,5000,233780,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1961785275356,69339,SAUDI ARABIA (UMROH),12,10000,255019,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869130702647,24247,ROAMax MALAYSIA,7,50000,127800,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867851049508,57492,ROAMax CHINA,3,5000,180300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1867919880757,48832,ROAMax USA-EUROPE,30,5000,315000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868049054484,60027,ROAMax AUSTRALIA,15,50000,427500,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1868101144378,69339,SAUDI ARABIA (UMROH),12,10000,255207,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,186811859779,24257,ROAMax USA-EUROPE,30,10000,382530,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869326917717,57492,ROAMax CHINA,3,5000,180000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869450465023,60038,ROAMax TURKEY,15,10000,360300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869452896077,57282,ROAMax TURKEY,7,5000,170300,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1869763464249,24249,ROAMax TAIWAN,7,30000,135000,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870314511175,24085,ROAMax SINGAPORE,7,100000,127799,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870354848851,24257,ROAMax USA-EUROPE,30,10000,382550,1,1
2025,JAWA BALI,JATIM,KOTA SURABAYA,KOTA SURABAYA,1870436679907,69339,SAUDI ARABIA (UMROH),12,10000,255000,1,1
